V1	V2	V3	V4	V5	V6	V7
192.168.1.91	192.168.1.255	6	BROWSER	234.166666666667	13.6881944268288	29.4008649999998
192.168.1.91	192.168.1.255	382	NBNS	92	0	4.30000000051223e-05
192.168.1.91	192.168.1.157	133	NBNS	92.5413533834586	3.08591933700107	0.000407000000052449
192.168.1.91	83.67.55.25	8	TCP	60.5	0.925820099772551	0.285216000000005
192.168.1.91	83.67.55.25	6	SMTP	90	6.81175454637056	0.289512999999999
192.168.1.91	212.50.160.75	5	TCP	61.6	2.60768096208106	0.121753500000001
192.168.1.91	91.103.216.194	8	TCP	60.5	0.925820099772551	0.260949000000011
192.168.1.91	192.168.1.155	3189	TCP	61.5177171527125	0.855686011974605	0.00273700000002464
192.168.1.91	192.168.1.155	1545	SMB	219.458252427184	78.5467813696037	0.00156999999995833
192.168.1.91	192.168.1.155	1	DCERPC	186	NA	NA
192.168.1.91	192.168.1.155	1	SRVSVC	950	NA	NA
192.168.1.91	192.168.1.155	1	HTTP	239	NA	NA
192.168.1.91	192.168.1.155	1	UDP	285	NA	NA
192.168.1.91	192.168.1.155	3	NBSS	82	38.1051177665153	239.593055
192.168.1.91	192.168.1.155	2	ICMP	74	0	0.00255700000002435
192.168.1.91	192.168.1.155	1	LANMAN	172	NA	NA
192.168.1.91	85.17.167.196	23	TCP	71.5217391304348	38.2097911835761	0.151893000000001
192.168.1.91	217.37.67.232	68	TCP	60.5	0.872464343025402	0.273279000000002
192.168.1.91	217.37.67.232	63	SMTP	87.5238095238095	8.5644749059558	0.293101499999992
192.168.1.91	217.37.67.232	2	SMTP/IMF	740	38.1837661840736	21.121711
192.168.1.91	194.217.242.75	4	TCP	60.5	1	0.327093000000005
192.168.1.91	212.135.6.130	715	TCP	60.5454545454545	0.891347080563475	0.154961499999999
192.168.1.91	212.135.6.130	312	SMTP	90.400641025641	4.15879336932355	0.270200999999986
192.168.1.91	194.217.242.248	4	TCP	60.5	1	0.276186000000024
192.168.1.91	212.135.6.254	254	TCP	60.496062992126	0.865445721239388	0.261295999999987
192.168.1.91	212.135.6.254	102	SMTP	90.1470588235294	3.95618843173535	0.568657999999999
192.168.1.91	217.12.11.64	264	TCP	60.6060606060606	1.1420585493543	0.0222820000000183
192.168.1.91	77.238.177.142	265	TCP	60.7547169811321	1.42629075483373	0.0314005000000037
192.168.1.91	81.103.221.10	280	TCP	68.4285714285714	68.9240029101861	0.250315999999998
192.168.1.91	81.103.221.10	205	SMTP	88.0292682926829	9.57320207618076	0.265596499999987
192.168.1.91	81.103.221.10	17	SMTP/IMF	748.764705882353	40.3245108646167	5.44489100000001
192.168.1.91	217.41.54.79	185	TCP	60.4	0.802170967356439	0.249667500000015
192.168.1.91	217.41.54.79	117	SMTP	93.017094017094	6.88950089026387	0.288015000000001
192.168.1.91	217.41.54.79	2	SMTP/IMF	848.5	17.6776695296637	25.411414
192.168.1.91	212.158.206.210	217	TCP	60.3410138248848	0.75389414031944	0.20783400000002
192.168.1.91	212.158.206.210	9	SMTP	90.2222222222222	2.63523138347365	3.47189500000002
192.168.1.91	83.170.81.160	100	TCP	60.4	0.80403025220737	0.0472439999999779
192.168.1.91	83.170.81.160	60	SMTP	88.3166666666667	5.48801982338994	0.237367000000006
192.168.1.91	212.22.96.205	87	TCP	62	0	2.81764349999995
192.168.1.91	212.22.96.207	87	TCP	62	0	2.89029249999999
192.168.1.91	80.64.53.204	112	TCP	60.5	0.86991767240168	0.249426999999969
192.168.1.91	80.64.53.204	84	SMTP	89.9761904761905	4.91365491154881	0.248760999999945
192.168.1.91	80.64.53.203	112	TCP	60.5	0.86991767240168	0.250349000000028
192.168.1.91	80.64.53.203	84	SMTP	89.9761904761905	4.91365491154881	0.248739999999998
192.168.1.91	195.194.238.107	18	TCP	62	0	3.60919899999999
192.168.1.91	195.194.238.108	18	TCP	62	0	3.62489700000003
192.168.1.91	217.33.74.61	38	TCP	60.3157894736842	0.739074042953264	3.44485600000007
192.168.1.91	217.33.74.61	24	SMTP	89	5.05620582960231	0.301141999999913
192.168.1.91	69.147.76.15	8	TCP	61	2.1380899352994	0.00547600000004422
192.168.1.91	69.147.76.15	1	HTTP	226	NA	NA
192.168.1.91	68.142.226.230	5	TCP	60.4	0.894427190999916	0.0285379999999691
192.168.1.91	68.142.226.230	1	HTTP	230	NA	NA
192.168.1.91	221.7.91.31	110	TCP	60.5454545454545	0.894800102081784	0.00799599999993461
192.168.1.91	221.7.91.31	30	HTTP	234	0	0.841441999999915
192.168.1.91	149.20.56.32	40	TCP	60.55	0.904405173552605	0.0933479999999918
192.168.1.91	149.20.56.32	11	HTTP	235	0	11.0302635
192.168.1.91	205.188.161.4	43	TCP	65.0697674418605	26.7059787749032	2.16495400000002
192.168.1.91	205.188.161.4	10	HTTP	236	0	16.03446
192.168.1.91	66.154.35.211	8	TCP	60.5	0.925820099772551	0.217530000000011
192.168.1.91	66.154.35.211	6	SMTP	89.8333333333333	4.66547603859099	0.174260000000004
192.168.1.91	74.208.64.145	43	TCP	61.3488372093023	0.948274647030885	2.72252049999997
192.168.1.91	74.208.64.145	8	HTTP	236	0	21.0650810000001
192.168.1.91	83.68.16.6	61	TCP	61.0491803278689	1.61685115278841	0.218762499999968
192.168.1.91	83.68.16.6	12	HTTP	233	0	7.69993700000009
192.168.1.91	199.2.137.252	48	TCP	60.5833333333333	0.918679286370208	0.247297000000003
192.168.1.91	199.2.137.252	14	HTTP	236	0	7.69604700000002
192.168.1.91	217.33.74.62	32	TCP	60.3125	0.737804065256947	3.39042299999994
192.168.1.91	217.33.74.62	20	SMTP	89.2	5.53077514316127	0.321776
192.168.1.91	85.115.60.190	216	TCP	60.5	0.868037079906742	0.279127000000017
192.168.1.91	85.115.60.190	217	SMTP	88.9953917050691	10.7709733800706	0.283720000000073
192.168.1.91	85.115.60.190	23	SMTP/IMF	762.782608695652	49.532318670595	4.34085999999996
192.168.1.91	85.115.58.190	210	TCP	60.5428571428571	0.891518476984743	0.276795000000106
192.168.1.91	85.115.58.190	215	SMTP	88.7488372093023	11.1112549677953	0.27585849999997
192.168.1.91	85.115.58.190	25	SMTP/IMF	773	51.662365412358	3.85224049999999
192.168.1.91	97.74.200.45	34	TCP	61.2941176470588	0.970142500145332	2.952538
192.168.1.91	97.74.200.45	7	HTTP	235	0	26.612362
192.168.1.91	143.215.143.11	29	TCP	61.1034482758621	1.01224035775695	2.83968349999998
192.168.1.91	143.215.143.11	7	HTTP	237	0	19.4464505
192.168.1.91	255.255.255.255	11	UDP	141.818181818182	27.1360210119987	3.37480850000009
192.168.1.91	239.255.255.250	7	SSDP	170.857142857143	12.3885507819192	1.99987199999998
192.168.1.91	224.0.0.22	2	IGMPv3	60	0	0.794444999999996
192.168.1.91	75.147.234.41	5	TCP	60.4	0.894427190999916	0.0036365000000842
192.168.1.91	75.147.234.41	1	HTTP	231	NA	NA
193.35.157.15	192.168.1.239	113	SMTP	132.637168141593	79.8617177584952	0.152744
193.35.157.15	192.168.1.239	61	TCP	60.3606557377049	0.775301809732741	0.2823875
217.27.240.22	192.168.1.243	49	SMTP	125.897959183673	42.9346620352558	0.177944
217.27.240.22	192.168.1.243	30	TCP	60.5333333333333	0.899552890217607	0.136138
85.117.56.195	192.168.1.236	1	ICMP	114	NA	NA
194.106.220.67	192.168.1.247	2	SMTP	180	0	10.261572
194.106.220.67	192.168.1.247	5	TCP	60.4	0.894427190999916	0.2936085
217.27.240.23	192.168.1.243	25	TCP	60.56	0.916515138991168	0.219096499999999
217.27.240.23	192.168.1.243	39	SMTP	125.051282051282	43.7829266879879	0.1791505
200.51.43.5	192.168.1.236	351	DNS	125.897435897436	43.2940216160651	0.25171850000001
200.51.43.5	192.168.1.91	489	DNS	147.494887525562	34.7530585167415	0.000763000000006286
200.51.43.5	192.168.1.247	229	DNS	146.550218340611	37.5909815897636	0.0132074999999716
200.51.43.5	192.168.1.239	366	DNS	154.745901639344	44.2118613246215	0.059781000000001
200.51.43.5	192.168.1.243	623	DNS	150.571428571429	48.6450919429946	0.0370509999999911
200.51.43.5	192.168.1.64	6	DNS	140.666666666667	36.7786169759912	5.00646100000006
200.51.43.5	192.168.1.155	16	DNS	149.125	0.5	50.215319
200.51.43.5	192.168.1.238	373	DNS	148.847184986595	31.931474408718	0.00729799999999159
200.51.43.5	192.168.1.9	373	DNS	147.833780160858	33.3278635715202	0.000309500000014395
200.51.43.5	192.168.1.242	374	DNS	148.868983957219	31.9161342464646	0.0057969999999159
200.51.43.5	192.168.1.71	374	DNS	148.679144385027	32.1590174865507	0.00035200000002078
200.51.43.5	192.168.1.245	373	DNS	148.321715817694	32.9451072493582	0.00503500000002077
200.51.43.5	192.168.1.52	2	DNS	120.5	40.3050865276332	152.621804
200.51.43.5	192.168.1.36	2	DNS	149	0	0.0011539999999286
212.74.100.152	192.168.1.247	63	TCP	60	0	0.122131
212.74.100.152	192.168.1.247	21	SMTP	126	0	0.3035225
85.158.141.190	192.168.1.247	9	TCP	60.6666666666667	1	0.5534925
85.158.141.190	192.168.1.247	8	SMTP	109	36.2451967261082	0.280950000000001
212.74.100.147	192.168.1.247	63	TCP	60	0	0.1371895
212.74.100.147	192.168.1.247	21	SMTP	126	0	0.3195255
158.94.0.14	192.168.1.91	166	TCP	60	0	0.259422999999998
158.94.0.14	192.168.1.91	144	SMTP	192.604166666667	131.151128260705	0.266241000000001
212.74.100.148	192.168.1.247	63	TCP	60	0	0.1282735
212.74.100.148	192.168.1.247	21	SMTP	126	0	0.3008845
195.129.12.217	192.168.1.239	21	SMTP	149.285714285714	57.3508002186045	0.1549485
195.129.12.217	192.168.1.239	23	TCP	60.2608695652174	0.688700443150182	0.153177
212.74.100.149	192.168.1.247	63	TCP	60	0	0.108692
212.74.100.149	192.168.1.247	21	SMTP	125	0	0.2968365
216.55.101.75	192.168.1.236	5	TCP	60	0	20.201916
212.74.100.150	192.168.1.247	63	TCP	60	0	0.1409955
212.74.100.150	192.168.1.247	21	SMTP	125	0	0.297965
192.168.1.53	192.168.1.255	78	NBNS	92	0	0.749987000000004
192.168.1.53	192.168.1.255	2	BROWSER	243	0	718.99649
192.168.1.6	192.168.1.255	9	NBNS	92	0	0.751130500000045
192.168.1.6	192.168.1.255	3	BROWSER	246	5.19615242270663	361.101217
81.24.22.135	192.168.1.236	1	ICMP	108	NA	NA
81.24.22.135	192.168.1.247	1	ICMP	116	NA	NA
60.160.130.117	192.168.1.247	1	ICMP	108	NA	NA
79.170.40.24	192.168.1.239	3	TCP	60.6666666666667	1.15470053837925	0.2950355
79.170.40.24	192.168.1.239	1	SMTP	90	NA	NA
192.168.1.238	192.168.1.247	3	TCP	61.3333333333333	1.15470053837925	5.687086
192.168.1.238	192.168.1.247	3	SMB	178.333333333333	107.449212809277	0.00145649999999975
192.168.1.238	192.168.1.155	3206	TCP	61.5221459762944	0.852989171065005	0.00263800000004721
192.168.1.238	192.168.1.155	4	NBSS	76.5	33	37.2021810000001
192.168.1.238	192.168.1.155	1545	SMB	219.458252427184	78.5467813696037	0.00152799999995068
192.168.1.238	192.168.1.155	2	ICMP	74	0	0.00141600000000608
192.168.1.238	192.168.1.155	1	DCERPC	186	NA	NA
192.168.1.238	192.168.1.155	1	SRVSVC	950	NA	NA
192.168.1.238	192.168.1.155	1	HTTP	239	NA	NA
192.168.1.238	192.168.1.155	1	LANMAN	176	NA	NA
192.168.1.238	192.168.1.255	3	BROWSER	234	15.5884572681199	198.2087285
192.168.1.238	192.168.1.255	372	NBNS	92	0	0.0156289999999899
192.168.1.238	192.168.5.1	1	DNS	71	NA	NA
192.168.1.238	200.51.43.5	373	DNS	79.5549597855228	11.3578312858219	0.000198000000011689
192.168.1.238	65.55.17.25	5	TCP	60.4	0.894427190999916	0.140136499999983
192.168.1.238	65.55.17.25	1	HTTP	224	NA	NA
192.168.1.238	221.7.91.31	105	TCP	60.5714285714286	0.907841299003204	0.0398470000000657
192.168.1.238	221.7.91.31	30	HTTP	234	0	7.63725099999999
192.168.1.238	192.168.1.157	125	NBNS	92	0	0.0137355000000525
192.168.1.238	97.74.200.45	54	TCP	61.2592592592593	0.974876580194007	2.90591600000005
192.168.1.238	97.74.200.45	10	HTTP	235	0	22.4360740000001
192.168.1.238	205.188.161.4	42	TCP	61.0952380952381	1.0075210779015	3.02771299999995
192.168.1.238	205.188.161.4	8	HTTP	236	0	13.278946
192.168.1.238	143.215.143.11	32	TCP	61.0625	1.01401469735483	1.60306800000001
192.168.1.238	143.215.143.11	6	HTTP	237	0	29.9483359999999
192.168.1.238	74.208.64.145	59	TCP	60.9152542372881	1.00495557618785	0.15914900000007
192.168.1.238	74.208.64.145	15	HTTP	236	0	12.219888
192.168.1.238	83.68.16.6	35	TCP	60.8	0.994100243495417	0.334761000000015
192.168.1.238	83.68.16.6	8	HTTP	233	0	8.09391500000004
192.168.1.238	149.20.56.32	36	TCP	60.5	0.87831006565368	0.275606000000039
192.168.1.238	149.20.56.32	9	HTTP	235	0	11.313837
192.168.1.238	199.2.137.252	50	TCP	60.64	0.942424142998322	0.262829000000011
192.168.1.238	199.2.137.252	16	HTTP	236	0	7.62532499999998
0.0.0.0	255.255.255.255	6	DHCP	466	135.835194261281	0.000971999999999085
192.168.1.157	255.255.255.255	14	DHCP	334.714285714286	30.9501548931841	0.00136599999996179
192.168.1.157	192.168.1.247	70	NBNS	98.8571428571429	2.11472213055072	0.0113240000000587
192.168.1.157	192.168.1.91	133	NBNS	98.2255639097744	1.14558798819105	0.000320999999985361
192.168.1.157	192.168.1.155	61	NBNS	101.245901639344	3.01471799513055	2.49746599999997
192.168.1.157	192.168.1.155	20	TCP	60.5	0.888523316638639	0.0004950000000008
192.168.1.157	192.168.1.155	11	SMB	194.181818181818	172.020241937871	0.00074050000000625
192.168.1.157	192.168.1.155	1	DCERPC	186	NA	NA
192.168.1.157	192.168.1.155	1	SRVSVC	950	NA	NA
192.168.1.157	192.168.1.236	39	NBNS	98.6153846153846	1.84412844362837	0.0280855000000315
192.168.1.157	192.168.1.255	4	BROWSER	247	4.61880215351701	273.000666
192.168.1.157	192.168.1.243	135	NBNS	98	0	0.0163820000000214
192.168.1.157	192.168.1.238	125	NBNS	98.048	0.53665631459995	0.0137339999999995
192.168.1.157	192.168.1.239	56	NBNS	98.4285714285714	1.55922058451293	0.0521089999999731
192.168.1.157	192.168.1.9	125	NBNS	98.048	0.53665631459995	0.00019499999996242
192.168.1.157	192.168.1.242	125	NBNS	98.048	0.53665631459995	0.010547499999916
192.168.1.157	192.168.1.71	128	NBNS	98.046875	0.530330085889911	0.000655999999935375
192.168.1.157	192.168.1.245	125	NBNS	98.048	0.53665631459995	0.00842599999998583
192.168.1.157	224.0.1.24	1	UDP	61	NA	NA
192.168.1.157	192.168.1.36	5	NBNS	99.2	2.68328157299975	2.78650749999997
192.168.1.157	192.168.1.52	4	NBNS	99.5	3	2.28065300000003
192.168.1.64	224.0.0.22	2	IGMPv3	60	0	1.240497
192.168.1.64	224.0.0.251	17	MDNS	202.529411764706	81.7604103823015	0.2390135
192.168.1.64	192.168.5.1	6	DNS	74.5	8.45576726264388	5.22504300000003
192.168.1.64	200.51.43.5	6	DNS	74.5	8.45576726264388	6.056572
192.168.1.64	200.51.43.5	2	ICMP	168	0	2.006015
192.168.1.64	91.189.94.4	4	NTP	90	0	0.269407999999999
192.168.1.64	140.90.128.70	8	TCP	67	2.82842712474619	0.133126000000061
192.168.1.64	140.90.128.70	1	HTTP	138	NA	NA
192.168.1.64	91.189.88.46	247	TCP	66.0323886639676	0.509027810380622	0.00688550000000987
192.168.1.64	91.189.88.46	1	HTTP	251	NA	NA
195.50.106.135	192.168.1.243	196	TCP	60.2448979591837	0.65728617644022	0.118535000000001
195.50.106.135	192.168.1.243	71	SMTP	188.295774647887	37.0167507898006	0.265013999999999
192.168.1.245	192.168.1.247	6	TCP	61.3333333333333	1.03279555898864	7.264736
192.168.1.245	192.168.1.247	1	ICMP	74	NA	NA
192.168.1.245	192.168.1.247	1	NBSS	60	NA	NA
192.168.1.245	192.168.1.247	11	SMB	168	88.0988081644695	0.00119449999999954
192.168.1.245	192.168.1.255	3	BROWSER	234	15.5884572681199	204.788761
192.168.1.245	192.168.1.255	372	NBNS	92	0	0.0155740000000151
192.168.1.245	192.168.1.155	3256	TCP	61.5288697788698	0.848833344258164	0.0026110000000017
192.168.1.245	192.168.1.155	5	NBSS	73.2	29.5160973029972	10.5110835
192.168.1.245	192.168.1.155	1545	SMB	219.458252427184	78.5467813696037	0.0015070000000037
192.168.1.245	192.168.1.155	3	ICMP	74	0	10.4822015
192.168.1.245	192.168.1.155	1	DCERPC	186	NA	NA
192.168.1.245	192.168.1.155	1	SRVSVC	950	NA	NA
192.168.1.245	192.168.1.155	1	HTTP	239	NA	NA
192.168.1.245	192.168.1.155	1	LANMAN	176	NA	NA
192.168.1.245	192.168.5.1	1	DNS	70	NA	NA
192.168.1.245	200.51.43.5	373	DNS	79.5522788203753	11.3599738947672	0.0002215000000092
192.168.1.245	128.30.52.53	3	TCP	60.6666666666667	1.15470053837925	0.248687500000017
192.168.1.245	128.30.52.53	1	HTTP	223	NA	NA
192.168.1.245	221.7.91.31	91	TCP	60.5714285714286	0.908513525158996	0.0402634999999805
192.168.1.245	221.7.91.31	26	HTTP	234	0	2.92060200000003
192.168.1.245	199.2.137.252	40	TCP	60.6	0.928190961784514	0.0485370000000103
192.168.1.245	199.2.137.252	12	HTTP	236	0	15.431198
192.168.1.245	83.68.16.6	50	TCP	60.92	1.22624364193571	0.319618000000105
192.168.1.245	83.68.16.6	10	HTTP	233	0	7.69211000000007
192.168.1.245	205.188.161.4	41	TCP	61.1219512195122	1.00486620878651	1.61596900000006
192.168.1.245	205.188.161.4	9	HTTP	236	0	18.001625
192.168.1.245	192.168.1.157	125	NBNS	92	0	0.00836650000002237
192.168.1.245	97.74.200.45	42	TCP	61.3333333333333	0.954237447227396	2.9394319999999
192.168.1.245	97.74.200.45	7	HTTP	235	0	34.2794115
192.168.1.245	143.215.143.11	51	TCP	60.8627450980392	1.00039207999938	0.0419005000000539
192.168.1.245	143.215.143.11	13	HTTP	237	0	11.296915
192.168.1.245	149.20.56.32	64	TCP	60.59375	0.920985497016259	0.0379279999999653
192.168.1.245	149.20.56.32	19	HTTP	235	0	7.23146600000007
192.168.1.245	74.208.64.145	35	TCP	60.8571428571429	1.00419289050687	2.86368100000004
192.168.1.245	74.208.64.145	9	HTTP	236	0	14.8748445000001
217.12.12.192	192.168.1.243	193	TCP	60.1450777202073	0.520105276974232	0.1105375
217.12.12.192	192.168.1.243	63	SMTP	201.809523809524	1.51185789203691	0.295192500000002
78.139.183.132	192.168.1.247	1	ICMP	104	NA	NA
81.196.151.49	192.168.1.247	1	ICMP	97	NA	NA
212.11.70.76	192.168.1.239	11	TCP	60.7272727272727	1.00904995821903	0.832722
212.11.70.76	192.168.1.239	10	SMTP	125.6	25.7345422859368	0.297352999999998
195.2.244.41	192.168.1.239	16	TCP	60.375	0.806225774829855	0.579104000000001
195.2.244.41	192.168.1.239	17	SMTP	132.705882352941	47.1152373254693	1.49439349999999
91.189.94.4	192.168.1.64	4	NTP	90	0	0.268727999999999
69.108.90.240	192.168.1.247	1	ICMP	95	NA	NA
203.112.194.5	192.168.1.247	1	ICMP	70	NA	NA
82.198.233.86	192.168.1.239	14	TCP	60.4285714285714	0.85163062725264	0.533715000000001
82.198.233.86	192.168.1.239	20	SMTP	109.25	36.2402436961715	0.271442
82.198.233.84	192.168.1.239	14	TCP	60.4285714285714	0.85163062725264	0.373269000000001
82.198.233.84	192.168.1.239	12	SMTP	124.083333333333	38.7027326574173	0.285646
212.53.64.68	192.168.1.239	90	TCP	60.6666666666667	0.948090926279954	0.28710199999999
212.53.64.68	192.168.1.239	30	SMTP	115	0	1.59432899999999
212.53.64.68	192.168.1.243	3	TCP	60.6666666666667	1.15470053837925	0.286600000000007
212.53.64.68	192.168.1.243	1	SMTP	115	NA	NA
65.55.88.22	192.168.1.247	818	TCP	60.6650366748166	0.942807630836466	0.0455560000000048
65.55.88.22	192.168.1.247	1088	SMTP	147.393382352941	72.169212590653	0.0465370000000007
65.55.88.22	192.168.1.243	228	TCP	60.6666666666667	0.944883431420035	0.0735109999999963
65.55.88.22	192.168.1.243	304	SMTP	146.769736842105	71.4126178305281	0.0494950000000003
65.55.88.22	192.168.1.236	108	TCP	60.6666666666667	0.94720444555663	0.199701000000005
65.55.88.22	192.168.1.236	144	SMTP	147.930555555556	73.0876141322819	0.17591299999998
212.53.64.82	192.168.1.239	90	TCP	60.6666666666667	0.948090926279954	0.285858000000005
212.53.64.82	192.168.1.239	30	SMTP	115	0	1.525075
212.53.64.82	192.168.1.243	3	TCP	60.6666666666667	1.15470053837925	0.2894395
212.53.64.82	192.168.1.243	1	SMTP	115	NA	NA
83.67.55.25	192.168.1.91	6	TCP	60.6666666666667	1.03279555898864	1.335529
83.67.55.25	192.168.1.91	8	SMTP	181.5	93.4237657130133	0.285809
216.82.248.45	192.168.1.243	102	TCP	60.0392156862745	0.278666152063648	0.213753000000004
216.82.248.45	192.168.1.243	8	SMTP	109	36.2451967261082	0.227356999999998
194.106.220.35	192.168.1.243	101	TCP	60.1188118811881	0.475123746257147	0.206677499999998
194.106.220.35	192.168.1.243	6	SMTP	180	0	16.14818
217.12.11.64	192.168.1.239	169	TCP	60.3313609467456	0.745796901140974	0.157956000000013
217.12.11.64	192.168.1.239	63	SMTP	188.571428571429	34.2390619622574	0.307333999999969
217.12.11.64	192.168.1.247	204	TCP	60.343137254902	0.755865054800319	0.267821000000026
217.12.11.64	192.168.1.247	67	SMTP	201.283582089552	2.86465382196075	1.1490245
217.12.11.64	192.168.1.91	199	TCP	68.5929648241206	35.6155134560935	0.207406999999989
217.12.11.64	192.168.1.91	53	SMTP	223	0	0.2975335
217.12.11.64	192.168.1.236	404	TCP	61.6930693069307	14.0655978777198	0.18300899999997
217.12.11.64	192.168.1.236	139	SMTP	196.503597122302	22.1334470817487	0.347072499999967
77.238.177.142	192.168.1.239	168	TCP	60.6666666666667	0.945627610027493	0.190584000000001
77.238.177.142	192.168.1.239	56	SMTP	202	0	0.498759000000007
77.238.177.142	192.168.1.247	204	TCP	60.6666666666667	0.945128378522379	0.257169000000005
77.238.177.142	192.168.1.247	68	SMTP	202	0	0.75336200000001
77.238.177.142	192.168.1.91	201	TCP	70.3582089552239	38.5690425701251	0.170571500000008
77.238.177.142	192.168.1.91	51	SMTP	223	0	0.486659999999972
77.238.177.142	192.168.1.236	405	TCP	60.6666666666667	0.943975163291329	0.199539499999901
77.238.177.142	192.168.1.236	135	SMTP	202	0	0.529144500000029
194.116.198.80	192.168.1.239	16	TCP	60.5	0.894427190999916	0.578824999999995
194.116.198.80	192.168.1.239	16	SMTP	129.8125	44.4165415883167	0.293454000000004
84.42.61.62	192.168.1.236	1	ICMP	113	NA	NA
84.42.61.62	192.168.1.247	1	ICMP	94	NA	NA
194.116.199.80	192.168.1.239	17	TCP	60.4705882352941	0.874474632195206	0.532435500000002
194.116.199.80	192.168.1.239	16	SMTP	129.8125	44.4165415883167	0.278848999999994
78.139.180.107	192.168.1.236	1	ICMP	89	NA	NA
78.139.180.107	192.168.1.247	1	ICMP	112	NA	NA
91.193.255.225	192.168.1.236	1	ICMP	96	NA	NA
91.193.255.225	192.168.1.247	1	ICMP	99	NA	NA
212.50.160.75	192.168.1.91	4	TCP	116	110.670682658055	0.241887000000006
212.50.160.75	192.168.1.239	3	TCP	60.6666666666667	1.15470053837925	0.55551250000002
212.50.160.75	192.168.1.239	1	SMTP	283	NA	NA
62.149.34.20	192.168.1.247	209	TCP	60.9952153110048	4.33289919779193	0.152169499999996
62.149.34.20	192.168.1.247	322	SMTP	133.515527950311	70.7540697586726	0.0711759999999941
76.116.216.88	192.168.1.236	1	ICMP	70	NA	NA
76.116.216.88	192.168.1.247	1	ICMP	70	NA	NA
91.103.216.194	192.168.1.91	6	TCP	60.6666666666667	1.03279555898864	2.253909
91.103.216.194	192.168.1.91	2	SMTP	162	0	53.258958
192.168.1.100	255.255.255.255	20	MNDP	108	0	60.006752
192.168.1.100	255.255.255.255	5	DHCP	342	0	7.99965650000001
192.168.1.100	192.168.1.155	3	TCP	60	0	0.5467795
192.168.1.100	192.168.1.247	1	ICMP	70	NA	NA
172.51.255.4	192.168.1.247	1	ICMP	70	NA	NA
79.135.125.71	192.168.1.239	3	TCP	60.6666666666667	1.15470053837925	0.893063999999999
79.135.125.71	192.168.1.239	5	SMTP	126.6	26.2735608549736	0.290719499999998
85.17.167.196	192.168.1.243	46	TCP	1162.65217391304	585.744700450871	0.00842199999999593
85.17.167.196	192.168.1.91	30	TCP	1181.23333333333	576.67499263141	0.00341600000001563
85.17.167.196	192.168.1.247	16	TCP	1146.5625	622.246464433507	0.00804200000000321
85.17.167.196	192.168.1.239	30	TCP	1185.33333333333	574.40255818596	0.00812899999999672
85.17.167.196	192.168.1.236	16	TCP	1164	597.457278807447	0.00823500000001332
212.137.44.179	192.168.1.243	188	TCP	60	0	0.0298980000000029
212.137.44.179	192.168.1.243	47	SMTP	120	0	0.263821500000002
60.160.175.232	192.168.1.236	1	ICMP	107	NA	NA
60.160.175.232	192.168.1.247	1	ICMP	88	NA	NA
213.171.216.66	192.168.1.243	3	TCP	60.6666666666667	1.15470053837925	0.719994
213.171.216.66	192.168.1.243	4	SMTP	138.5	75.9583219052835	0.288786000000002
195.102.249.132	192.168.1.243	36	TCP	60.6666666666667	0.956182887467515	0.128664999999998
195.102.249.132	192.168.1.243	12	SMTP	187	0	0.171877000000009
62.13.129.106	192.168.1.243	40	TCP	60.6	0.928190961784514	0.260671000000002
62.13.129.106	192.168.1.243	47	SMTP	168.553191489362	79.5716271562208	0.171501999999997
217.68.241.223	192.168.1.239	6	TCP	60.3333333333333	0.816496580927726	0.56779499999999
217.68.241.223	192.168.1.239	9	SMTP	132.777777777778	61.6619367555419	0.279516000000001
194.126.6.222	192.168.1.236	1	ICMP	101	NA	NA
194.126.6.222	192.168.1.247	1	ICMP	89	NA	NA
116.74.96.194	192.168.1.236	1	UDP	62	NA	NA
116.74.96.194	192.168.1.247	1	UDP	62	NA	NA
92.244.96.98	192.168.1.236	1	ICMP	107	NA	NA
92.244.96.98	192.168.1.247	1	ICMP	92	NA	NA
193.252.22.153	192.168.1.239	7	TCP	60	0	1.60313150000001
193.252.22.153	192.168.1.239	2	SMTP	187	0	56.891651
216.120.232.254	192.168.1.239	6	TCP	60.6666666666667	1.03279555898864	0.707315000000023
216.120.232.254	192.168.1.239	8	SMTP	82.5	15.7389416961334	0.235028
81.21.76.58	192.168.1.239	3	TCP	60.6666666666667	1.15470053837925	0.727060999999999
81.21.76.58	192.168.1.239	4	SMTP	82.5	17	0.291711000000006
195.188.52.252	192.168.1.247	60	TCP	60.6666666666667	0.950765377083057	0.282791000000003
195.188.52.252	192.168.1.247	20	SMTP	158.8	25.3887666830079	1.018984
195.188.52.252	192.168.1.239	138	TCP	60.6666666666667	0.946243694274245	0.291782000000012
195.188.52.252	192.168.1.239	46	SMTP	148	27.2983515985856	1.41889800000001
195.188.52.253	192.168.1.247	60	TCP	60.6666666666667	0.950765377083057	0.275967000000009
195.188.52.253	192.168.1.247	20	SMTP	142.6	27.1417332573019	0.820855999999992
195.188.52.253	192.168.1.239	138	TCP	60.6666666666667	0.946243694274245	0.294713000000002
195.188.52.253	192.168.1.239	46	SMTP	146.826086956522	27.2725375487472	1.47034299999996
81.21.76.59	192.168.1.239	3	TCP	60.6666666666667	1.15470053837925	0.702542999999999
81.21.76.59	192.168.1.239	4	SMTP	82.5	17	0.280757000000008
216.120.241.254	192.168.1.239	6	TCP	60.6666666666667	1.03279555898864	0.687181999999979
